product_id,product_name,full_front_text,front_ocr_success,ingredient_list,nutrition,back_ocr_success,extraction_status,num_images_processed,nova_class,nutrient_profile,High_Sodium_Predicted,High_Sugar_Predicted,High_Fat_Predicted,High_Sat_Fat_Predicted,High_Added_Sugar_Predicted,High_Energy_Predicted,nova_score,profile_score,total_healthiness_score,healthiness_rank,compliant
SD39,Smoov chapman carbonated soft drink,,False,"Carbonated water, sugar, acidulants:citric acid, preservative: sucralose, flavours: blackcurrant, bitter orange, lime and lemon, orange, stabilizers:E1450 and E445, colours: E150d, E129 and E118","{'energy_kcal': 35.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.01}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC140,Dangote salt,,False,"Common salt (98.6% min), iodine (50 ppm), anti-caking agent (potassium ferrocynaide, 10 ppm.max","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FJ3,"Chivita Orange Juice Blend, 100% fruit juice",,False,"Water, orange juice from concentrate (51% fruit content), natural fruit extracts of pineapple, pear, apple and white grape, natural orange flavour","{'energy_kcal': 32.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 0.0, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FJ4,Chivita Active Citrus Mix,,False,"water fruit juice concentrate of orange, lemon, grapefruit, mandarin, tangerine, lime (52% fruit content), sucrose, vitamin C, natural orange flavouring","{'energy_kcal': 36.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 3.1, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FJ5,"Chivita Red Grape Juice Blend, 100% fruit juice",,False,"Water , red grape juice from concentrate (51% fruit content), natural fruit extracts of pineapple, pear, apple and white grape","{'energy_kcal': 50.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 0.0, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
MD311,Nutri-choco,,False,"water,milk powder (filled),sugar, cocoa powder, malt,compound thickener (xanthan gum,microcrystalline cellulose) sodium citrate,salt, acesulfmate, chocolate flavour,burnt wheat flour,milk flavour","{'energy_kcal': 54.49, 'fat_g': 1.2, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 30.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD41,Big tropical carbonated soft drink,,False, ,"{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
CO8,Mamador Pure Vegetable Oil,,False,,"{'energy_kcal': 900.0, 'fat_g': 100.0, 'saturated_fat_g': 50.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Minimally Processed,2,False,False,True,True,False,False,3,0,3.0,Moderately Healthy,False
AW7,Martell Blue Swift - Spirit Drink,,False,"Grape, water, sugar, colour, plain caramel (E150a)","{'energy_kcal': 227.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.0, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
AW8,The Singleton Single Maöt Scotch Whisky,,False,"Alcohol, water and caramel colour (150a)","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
AW12,Campari ; Davide Campari Milano,,False,"Water, sugar, alcohol, natural flavours, colorants, E122, E102, E133","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
AW13,Martell VS,,False,"Grape, water, sugar, colour, plain caramel (E150a)","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD56,Fanta zero sugar drink,,False,"CARBONATED WATER, ACIDULANT (CITRIC ACID), EMULSIFIERS (ACACIA GUM, SUCROSE ACETATE ISOBUTYRATE, GLYCEROL ESTER OF WOOD ROSIN), NON-NUTRITIVE SWEETENERS (ACESULFAME-K, ASPARTAME*), PRESERVATIVE (SODIUM BENZOATE), ORANGE FLAVOUR, COLOURANTS (SUNSET YELLOW, PONCEAU 4R)","{'energy_kcal': 0.5, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 3.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD43,fanta apple carbonated soft drink,,False,"Carbonated water, sugar, acidulants (malic acid, citric acid) Acidity regulators (trisodium citrate), Non-nutritive sweetner (sucralose, acesulfame-K) caramel colorant, preservative (sodium benzoate), apple flavour","{'energy_kcal': 20.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 14.2}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD44,Schweppes bitter lemon flavoured carbonated soft drink,,False,"CARBONATED WATER, SUGAR, ACIDULANTS (CITRIC ACID, MALIC ACID, SODIUM CITRATE), EMULSIFIERS (ACACIA GUM, SUCROSE ACETATE ISOBUTYRATE), PRESERVATIVES (POTASSIUM SORBATE, SODIUM BENZOATE), NON-NUTRITIVE SWEETENERS (ACESULFAME-K, ASPARTAME*), LEMON FLAVOUR, ANTIOXIDANT (ASCORBIC ACID), QUININE (40 mg/l).","{'energy_kcal': 26.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 21.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD46,Schweppes soda water,,False,"Carbonated water, buffer salt, sodium bicarbonate","{'energy_kcal': 0.0, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 17.1}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FJ19,Carlifionia Sun Pineapple fruit drink,,False,"water, sugar, pineapple conentrate 5%, pineapple flavour, citric acid, xanthan gum, pectin, sodium benzoate, potassium sorbate, silibione antifom 70462, beta-carotene 1%, ascorbic acid (35mg/100ml)","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FJ20,ReaLemon,,False,"water, lemon juice concentrate and less than 2% of lemon oil, sodium bicarbonate and sodium bimetasulfite, preservatives","{'energy_kcal': 0.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC152,Oregano leaves (ISOKEN-AKAYJAY ENT),,False, ,"{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC155,Chia seeds ( ISOKEN-AKAYJAY ENTERPRISES),,False, ,"{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC156,Cinnamon Stick (ISOKEN-AKAYJAY ENT),,False, ,"{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD3,coca cola zero sugar carbonated soft drink,,False,"Carbonated Water, Colour (E150d), Acid (Phosphoric Acid), Sweeteners (Aspartame, Acesulfame-K, Enzymatically Produced Steviol Glycosides), Natural Flavourings, Caffeine Flavouring, Acidity Regulator (Sodium Citrates","{'energy_kcal': 30.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 6.0, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD5,Monster Energy Ultra Paradise,,False,"Carbonated water, acid (citric acid), taurine (400mg/100ml), acidity regulator (sodium citrate), ginseng root extract, soluble fibre, nature identical kiwi and apple flavour, preservatives (potassium sorbate, sodium benzoate), sweetners (acesulfame K, sucralose), caffeine, L-carnitine L-Tartrate, vitamins (B3, B5, B6, B12), sodium chloride, safflower extract, vegetable oils (coconut, rapeseed), modified starch, inositol (2mg/199ml), colour (E133)","{'energy_kcal': 4.0, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': 0.001, 'saturated_fat_g': 0.001, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 70.0, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD8,Maca Energy Drink,,False,"Carbonated water, high fructose corn syrup, citrus acid, sodium citrate EDTA, taurine, preservative (E202, E211) acesulfame-K, aspartame, coffe extract (20% caffeine), maca extract, mixed fruit flavour (grape, orange, apple, pineapple), sunset yellow (E110), vitamin Premix (niacin, B6, B12, innositol)","{'energy_kcal': 32.3, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
P3,Gino tomato paste,,False,"Tomatoes, Sugar, soya fiber, thickening agent 2.1% (E1422), salt (NACL), vegetable protein, natural colour lycopene (E160d), permitted colors (Caramel E150d, E110, E128), antioxidant (E316), Vitamin A, Vitamin D3 and Zinc","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
P5,Sonia Tomato mix,,False,"Tomatoes, sugar, soya fibre, thickening agent (E1422), Salt (NaCL), citric acid, permitted food colour (caramel (E150d) (E129)), antioxidant (316)","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FW1,Crystal Heaven Premium Quality,,False,"Treated water, apple flavour, caramel, sugar granules, citric acid, sodium benzoate, sodium bicarbonate","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FW2,Chamdor sparkling red grape drink,,False,"Grape juice (water, grape juice concentrate), acidity regulator (citric acid E330), flavouring, preservatives, sodium benzoate E211, sulphurdioxide E220), colour (grape skin extract E163), carbondioxide contains sulphites","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FW4,Eisberg Alcohol free,,False,"De-alcoholised merlot wine (94%), (grapes contains stabilizer, citric acid and/or yeast mannoproteins, contains acidity regulator: tartaric acid and/or malic acid, preservatives: sulphites), rectufued concentrated grape must, natural flavour, sulphurdioxide, E242","{'energy_kcal': 23.0, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': 5.0, 'added_sugar_g': None, 'sodium_mg': 0.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
AW2,Original Best Marula Flavoured Cream,,False,"Cream Concentrate, ethanol, malt whisky, marula flavours, sugar, water","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
B301,Ahmad tea vanilla tranquillity flavoured black tea with vanilla pieces,,False,"Black tea,  flavoring, vanilla pods","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
BI1,Belloxi cream crackers,,False,"wheat flour, vegetable shortening, carotene, palm oil, sugar, glucose, syrup, corn flour, salt, baking powder, and vanilla flavouring.","{'energy_kcal': None, 'fat_g': 4.0, 'saturated_fat_g': 2.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 40.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
BI5,Yale´s rich shortbread,,False,"wheat flour, vegetable oil, fat filled milk, glucose syrup, edible salt, soya lecithin, leavening agents (sodium bicarbonate &  ammonium bicarbonate), flavour (butter)","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
BI6,McVites Digestives (ingredient list incomplete),,False,"Shell: wheat flour, sugar, vegetable fat  (palm origin), cocoa powder, caramel (E150), liquid glucose, invert syrup, whey powder, leavening agents (ammonium bicarbonated (E503), sodium bicarbonate, sodium acid pyrophosphate, salt, soya lecithin (E322), Carbon black colour (E153), flavours (chocolate flavour), vanilla. Cream: sugar, vegetable fat (palm origin), corn starch, flavours (custard), milk powder, soya lecithin....","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
B289,Napa valley ginger and honey drink,,False,"Natural ginger extract,glucose,honey,calcium,iron,Vitamin A, vitamin C, Vitamin B1, vitamin B2, Vitamin E","{'energy_kcal': 367.0, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM103,Exeter Luncheon Meat With Beef,,False,"Mechanically recovered chicken, beef, water, potato starch, soy protein, spices, stabilizer sodium acid pyrophosphate, flavor enhancer monosodium glutamate, preservative sodium nitrite, antioxidant soduim erythrobate, sabilizer sodium tripolyphosphate and acid citric acid","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM105,Exeter Chicken Luncheon Meat,,False,"Mechanically recovered chicken, chicken meat potato starch, soy protein, spices, stabilizer sodium acid pyrophosphate, flavor enhancer monosodium glutamate, preservative sodium nitrite, antioxidant soduim erythrobate, sabilizer sodium tripolyphosphate and acid citric acid","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM106,Blue pearl,,False,"Sugar, cherry pulp, pectin (E440a), citric acid, artificial flavours and permitted food colours:allura red (E129), permitted class II Preservative (E211)","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM108,century tuna flakes in brine,,False,"Tuna flakes,water and iodized salt","{'energy_kcal': 71.0, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': 0.0, 'added_sugar_g': None, 'sodium_mg': 268.0}",False,Ground Truth Fallback,0,Processed Culinary Ingredients,1,True,False,False,False,False,False,2,1,3.0,Moderately Healthy,False
FM109,Corned beef exeter 200g,,False,"Beef,water,salt,sugar,stabilizer sodium tripolyphosphate,thickener carrageenan and  preservative sodium nitrate","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM110,corned beef exeter 340g,,False,"Cooked beef,water,tapioca starch,soy protein,salt,onion,antioxidant sodium erythrobate and preservative sodium nitrite","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
FM111,laser corned beef,,False,"cooked beef,beef,salt,sugar,preservative (sodium nitrite)","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
B293,Decafe ginger tea with ginseng,,False,"Decaffinated green tea leaf,eluthero (siberian ginseng),root,gynostemma (jiaogular)leaf,white mulberry leaf,peppermint leaf,licorice root,american hinseng root,asian ginseng root,astragalus root,dandelion leaf,chrysanthemum flower","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
B294,cowbell coffee drink 3 in 1,,False,"sugar,creamer,(glucose syrup solids,vegetable fat,sodium casinate,stabilizers (E340,E452),emulsifiers(E471,E472i),soluble dietary fiber,fat filled milk powder(skimmed milk powder &vegetable fat),instant coffee powder,soy protein powder,whey powder,maltodextrin,salt,stabilizer(E466),anticaking powder (E551),coffee flavour,colourant (E150)","{'energy_kcal': 367.0, 'fat_g': 10.3, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
B295,cowbell chocolate flavoured instant milk drink powder,,False,"sugar,creamer,(glucose syrup solids,vegetable fat,sodium casinate,stabilizers (E340,E452),emulsifiers(E471,E472i),fat filled milk powder(skimmed milk powder &vegetable fat),soluble dietary fiber,cocoa powder,chocolate flavour,soy protein powder, carob powder,salt,whey powder,stabilizer(E466,E415),vitamins and minerals","{'energy_kcal': 380.0, 'fat_g': 9.9, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 216.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SSH265,Steviana sweetner,,False,"Steaviana Leave Extract, Acesulfame Potassium Sucralose) 14Mg/G And Sorbitol Added To 2.5G.","{'energy_kcal': 6.0, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD47,Sprite lemon and lime flavour,,False,"Carbonated water, sugar, acidulants:citric acid, sodium citrate, lime and lemon, Preservative: sodium benzoates, Non nutritive sweetners Acesulfame-K and sucralose","{'energy_kcal': 36.0, 'fat_g': 0.0, 'saturated_fat_g': 0.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 9.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD49,Pop orange,,False,"carbonated water, sugar, acidulant (citric acid), stabilizers (modified food starch), preservative (sodium benzoate), orange flavour, sweetners (Acesulfame K, sucralose), colour (Sunset yellow E110)","{'energy_kcal': 36.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD52,Teem soda,,False,"Carbonated water,sodium bicarbonate,sodium chloride,potassium sulphate","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
MD313,Nestle milo active go,,False,"water,malt extract,skimmed milk powder,sweet whey powder,sugar,cocoa powder,calcium carbonate, thickener: gum gellan;acidity regulator:sodium phosphate; vitamins: C,B2,B6,D,B3;sweet gem;ferric pyrophophosphate","{'energy_kcal': 57.2, 'fat_g': 0.47, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 45.11}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC164,Mr chef salt,,False,"common salt , iodine (50 ppm), anti-caking agent (potassium ferrocynaide (anti-caking agent 10 ppm.max","{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC32,Larsor (pepper soup) seasoning,,False,"west african spices, herbs, salt, sugar, hydrogenated vegetable oil, flavour enhancer (E621)","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC36,Onga classic (soup and stew),,False,"Iodized salt, flavour enhancers (glutamate, insinate, guanylate), corn flour, cassava flour, soy protein, powder, spices and spice extracts (cinnamon, rosemary), beef flavour, colourant (E150c), vegetable oil, anticaking agent (ES51)","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC38,Onga Stew ,,False,"Iodized salt, flavour enhancers (glutamate, insinate, guanylate), soy protein powder, spices and spice extracts (paprika, rosemary), vegetable oil, tomato, onion and pepper flavours, colourants (E150C, E110, E124), anticaking agent (E551)","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
HSC39,Zaika Chicken Seasoning,,False,"Starch, monosodium glutamate, onion powder, cornstarch, chillpowder, hydrolyzed vegetable protein, caramel colour, basil leaf powder, chicken flavour, chicken powder","{'energy_kcal': None, 'carbohydrates_g': None, 'protein_g': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None, 'serving_size': None, 'is_per_100': False}",False,Front & Back Processed,1,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD53,Lipton peach flavour drink,,False,"water, sucrose, citric acid, tea extract, potassium sorbate, peach flavour, ascorbic acid, steviol glycosides","{'energy_kcal': 19.6, 'fat_g': 0.49, 'saturated_fat_g': 0.0, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 8.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD54,La casera apple drink,,False,"Carbonated water, apple juice concentrate (5%), sugar,acidulants (malic acid and citric acid), color, caramel, sucralose, apple flavour, preservative: soduim benzoate","{'energy_kcal': 43.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 0.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SD55,Fayrouz pineapple flavour,,False,"Carbonated water, surcose, malted Barley, citric acid, pineapple naural flavouring, caramel","{'energy_kcal': 40.0, 'fat_g': 0.0, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': 10.0}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
SSH267,Supreme blossom honey,,False,Honey,"{'energy_kcal': 330.0, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': 76.15, 'added_sugar_g': None, 'sodium_mg': 40.0}",False,Ground Truth Fallback,0,Processed Culinary Ingredients,1,False,True,False,False,False,False,2,1,3.0,Moderately Healthy,False
SSH268,sweetex calorie free sweetners,,False,sweetener (sodium saccharin),"{'energy_kcal': None, 'fat_g': None, 'saturated_fat_g': None, 'sugar_g': None, 'added_sugar_g': None, 'sodium_mg': None}",False,Ground Truth Fallback,0,Ultra Processed,0,False,False,False,False,False,False,0,3,3.0,Moderately Healthy,True
